year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,gender,,,,,,,,,,,,,
2018,ua,Ukraine,M�lovin,Under the Ladder,17,2,1,18,17,130,6,179,119,11,114,65,Kostyant�n Mykol�yovych Bochar�v,Mike Ryals,"Curtains down, I'm laughing at the trial\nHelp me to unravel\nTangle of my innocence inside\nFaith's bout to be severed\n(Oh oh oh oh)\nWon't get any better\n(Oh oh oh oh)\nWalk under the ladder\nShout out just one reason what's this for\n\nYou can see that whatever the weather\nThat the wind's always there, always fair\n(Oh oh oh)\nAnd it has always been now or never\nThe decision has got to be made\n(Oh oh oh)\n\n(Oh oh oh oh oh oh oh oh oh, yeah)\n(Oh oh oh oh oh oh oh oh oh, yeah)\n\nDesperate thoughts, your hope calls you a liar\nFear begins to revel\nNothing but your will sets you on fire\nFire lasts forever\n(Oh oh oh oh)\nCan't get any better\n(Oh oh oh oh)\nDance under the ladder\nIf you dare, so what you're waiting for\n\nYou can see that whatever the weather\nThat the wind's always there, always fair\n(Oh oh oh)\nAnd it has always been now or never\nThe decision has got to be made\n(Oh oh oh)\n\n(Oh oh oh oh oh oh oh oh oh, yeah)\n(Oh oh oh oh oh oh oh oh oh, yeah)\n\nYou can see that whatever the weather\nThat the wind's always there, always fair\n(Oh oh oh)\nAnd it has always been now or never\nThe decision has got to be made\n\nYou can see that whatever the weather\nThat the wind's always there, always fair\n(Oh oh oh)\nAnd it has always been now or never\nThe decision has got to be made\n(Oh oh oh)\n\n(Oh oh oh oh oh oh oh oh oh, yeah)\n(Oh oh oh oh oh oh oh oh oh, yeah)",https://youtube.com/watch?v=lhOuMYtQ94M,othere,,,,,,,,,,,,,
2018,nl,Netherlands,Waylon,Outlaw In 'Em,18,2,23,8,18,121,7,174,32,89,47,127,Ilya Toshinskiy,Jim Beaver,Waylon,,"Its a fine, fine line\nBetween whiskey and water into wine\nAnd it's a long way home\nWhen you're down and out and out here on your own\nIt don't matter who you are when its time to lock and load\n\nEverybody's got a little outlaw in 'em\nChrome piece hidin' in their blacked out denim\nHeartbeat beatin' to rock 'n' roll rhythm yeah\nEverybody's got a couple scarred up knuckles\nBlood on their boots and their back-off buckle\nDiamondback rattle with a quick strike venom\nEverybody's got a little outlaw in 'em\n\nWhen they knock you to the ground\nYou ain't gonna let nobody keep you down\nAnd when your back's against the wall\nThat's when you gotta learn to stand up tall\nThat rebel fight inside of you has been there all along\n\nEverybody's got a little outlaw in 'em\nChrome piece hidin' in their blacked out denim\nHeartbeat beatin' to rock 'n' roll rhythm yeah\nEverybody's got a couple scarred up knuckles\nBlood on their boots and their back-off buckle\nDiamondback rattle with a quick strike venom\nEverybody's got a little outlaw in 'em yeah\n\nEverybody's got a little outlaw in 'em\nChrome piece hidin' in their blacked out denim\nHeartbeat beatin' to rock 'n' roll rhythm yeah\nUh\nEverybody's got a little front-man swagger\nStone cold rollin' like a young mick jagger\nA new tattoo that you can't keep hidden\nEverybody's got a little outlaw in 'em yeah,\nOh\n\nI said, everybody's got a little outlaw in 'em, oh",https://youtube.com/watch?v=p7jHz5asMs8,male,,,,,,,,,,,
2018,rs,Serbia,Sanja Ili? & Balkanika,Nova Deca,19,2,10,3,19,113,9,117,75,38,72,45,Aleksandar Ili?,Tatjana Karajanov Ili?,Danica Krstaji?,"Aj, da ja danem\nI da za�tu sum te mila\nA �to ne gi dadne, eh\nNa na na\n\nSvet je na�\ni vreme prestaje da �uri\nkad si sa mnom ti\n\nSvet je na�\ni s'osmehom se budim\nzato �to postoji� ti\n\nSve je jasnije\nsunce sija druga?ije\n\nSvet je na�\ni nova deca s' nama stvaraju bolji svet\n\nAj, da ja danem\nI da\nA �to ne gi dadne, eh\nBolji svet\n\nSvet je na�\ni vreme prestaje da �uri\nkad si sa mnom ti\n\nSvet je na�\ni s'osmehom se budim\nzato �to postoji� ti\n\nSve je jasnije\nsunce sija druga?ije\n\nSvet je na�\ni nova deca s' nama stvaraju bolji svet\n\nNa na na na na na ne\nNa na ne, na na, ah ah\nNa na ne, na na ne\nNa na ne, na na ne\n\nSve je jasnije\nsunce sija druga?ije\n\nSvet je na�\ni nova deca s' nama stvaraju bolji svet",https://youtube.com/watch?v=WRQWQShbPHU,female,,,,,,,,,,,,
2018,au,Australia,Jessica Mauboy,We Got Love,20,2,16,9,20,99,4,212,9,90,82,130,Anthony Egizii,David Musumeci,Jessica Mauboy,Anthony Egizii,David Musumeci,"Why\nDo we always feel that we need to try\nWhy do we believe that we need to be somebody else to feel alive\nWhy do we make\nWhy do we keep making the same mistakes\nIn believing that it won't make a difference if we try to break away\n\nI know\nI know what you must be thinking\nThat we are\nPowerless to change things\nBut don't, don't give up\nCause we got love\nCause we got love\nI won't\nThrow my hands up to surrender\nCause love\nIs stronger than fire\nSo don't, don't give up\nCause we got love\nCause we got love\n\nTime\nDon't you think it's just a waste of time\nWhen we're always fighting over material, trivial things in this life\nI don't understand why we don't get it right\nWhy do we keep going round and round\nAt the end of the day\nWe've only got ourselves to blame\n\nI know\nI know what you must be thinking\nThat we are\nPowerless to change things\nBut don't, don't give up\nCause we got love\nCause we got love\nI won't\nThrow my hands up to surrender\nCause love\nIs stronger than fire\nSo don't, don't give up\nCause we got love\nCause we got love\n\n(We got love)\n(We got love) We got love, we got love\n(We got love) We got love\n\nI know\nI know what you must be thinking\nThat we are\nPowerless to change things\nBut don't, don't give up\nCause we got love\nCause we got love\nI won't\nThrow my hands up to surrender\nCause love\nIs stronger than fire\nSo don't, don't give up\nCause we got love\nCause we got love\nCause we got love",https://youtube.com/watch?v=2BBLTY6T2Ck,female,,,,,,,,,,
2018,hu,Hungary,AWS,Viszl�t Ny�r,21,2,21,13,21,93,10,111,65,28,88,23,�ron Veress,Bence Brucker,D�niel K�k�nyes,Soma Schiszler,�rs Sikl�si,"J�tsszunk ny�lt lapokkal v�gre:\n
a haj�mnak mennie kell\n
�s itt fog hagyni t�ged\n\nMajd benned �l tov�bb a v�rem\n
�s ha nem adod el, a sz�veden a jel\nmi a f�ldr?l az �gig emel\n\nViszl�t ny�r, most m�r elk�st�l\nmert azt hazudtad, eny�m leszel\nde nem j�tt�l\n\nViszl�t �lom, k�sz�n�m, hogy elt?nt�l\nMost m�r ideje visszakapnom\namiket elvett�l\n\nMegf�radt ereimben az �let\ntudom, hogy fogn�l m�g\nde engedj el m�r, k�rlek\n\nItt van, t�pd le bel?lem a r�szed\n�s ha nem adod el, a sz�veden a jel\n
mi a f�ldr?l az �gig emel",https://youtube.com/watch?v=p6e1TmYb33w,groupe,,,,,,,,,,
2018,si,Slovenia,Lea Sirk,"Hvala, ne!",22,2,3,17,22,64,8,132,23,41,65,67,Lea Sirk,Tomy DeClerque,Lea Sirk,"Moje ime je Lea in\nZa vas imam nov lik\nLik nasmeha in svobode\nKot najbolj virtualen trik\nEn korak do zmage\nEn korak do lu?i\nDo popolnosti\n\nBorim se z nasmehom do sonca\nBorim se za ljudi\nPot do resnice\nMe zaslepi\nLjubezen tista prva\nPride, da preslepi\nJaz pa si vzamem\nKar telo osvobodi\n\nNe verjemi v vse\nkar ponujeno ti je\nMisli na glas in upaj\nDa skrivnost je v tem\nNe prodajaj se vsem\nTo je najbolj pass�\n\nHvala, ne, ne!\nHvala, ne\nHvala, ne, ne\nHvala, hvala, ne\n\nMilijon ljudi je �e reklo\nDa nas preve? �ivi\nTistih, ki so nesre?ni\nIn brez lu?i\nEn nasmeh za sre?o\nEn nasmeh za ljudi\nZa tiste, polne skrbi\n\nSvoje du�e ne dam nikomur\nDr�im jo za se\nPrava umetnost\nBrez-brez cene\nVsak odgovor je v meni\nNajdem ga, kadar zaspim\nKo telo je spro�?eno\nPredano za vse\n\nNe verjemi v vse\nKar ponujeno ti je\nMisli na glas in upaj\nDa skrivnost je v tem\nNe prodajaj se vsem\nTo je najbolj pass�\n\nNe verjemi v vse\nKar ponujeno ti je\nMisli na glas in upaj\nDa skrivnost je v tem\nNe prodajaj se vsem\nTo je najbolj pass�\n\nHvala, ne, ne!\nHvala, ne\nHvala, ne, ne\nHvala, hvala, ne\n\nKot lutka za ljudi\nKi se skrivajo za maskami\nEnaki, popolni, a nezadovoljni\nHvala, ne, ne, ne!\n\nNe verjemi v vse\nKar ponujeno ti je\nMisli na glas in upaj\nDa skrivnost je v tem\nNe prodajaj se vsem\nTo je najbolj pass�\n\nAgora n�o!*\nObrigado n�o!\n\n*Portuguese = Not now! No thanks!",https://youtube.com/watch?v=fBU0_hfST_o,female,,,,,,,,,,,,
2018,es,Spain,Amaia & Alfred,Tu Canci�n,23,,2,,23,61,,,18,43,,,Ra�l G�mez Garc�a,Sylvia Ruth Santoro L�pez,,"Nunca llegu� a imaginar\nQue viajar a la luna ser�a real\nLo pones todo al rev�s\nCuando besas mi frente y descubro por qu�\nYa no puedo inventarlo\n\nSiento que bailo por primera vez\nEres el arte que endulza la piel\nDe mi mente viajera que sigue tus pies\nSiento que bailo por primera vez junto a ti\n\nS� que en ti puedo encontrar\nEsa voz que me abriga si el tiempo va mal\nTodo es perfecto si est�s\nA mi lado creando una nueva ciudad\n\nSiento que bailo por primera vez\nEres el arte que endulza la piel\nDe mi mente viajera que sigue tus pies\nSiento que bailo por primera vez\n\nYa no puedo inventarlo\nSolo quiero\nTu canci�n, oh, oh, oh\nOh, oh, oh, oh\n\nSiento que bailo por primera vez\nEres el arte que endulza la piel\nDe mi mente viajera que sigue tus pies\nSiento que bailo por primera vez junto a ti",https://youtube.com/watch?v=28oMEFgSoyk,female,,,,,,,,,,,,
2018,gb,United Kingdom,SuRie,Storm,24,,9,,24,48,,,25,23,,,Gil Lewis,Nicole Blair,Sean Hargreaves,,"Hey, hey brother\nDo you remember when we were kids with no fear?\nHey, hey sister\nDo you believe in the things we dreamt we'd discover?\n\nI still have faith\nI still believe in chasing rainbows\n\nStorms don't last forever, forever, remember\nWe can hold our hands together\nThrough this storm, through this storm\nStorms don't last forever, forever, remember\nWe can hold our hands together\nThrough this storm, through this storm\n\nHey, hey mother\nAm I making you proud or could I do better?\nHey, hey father\nThere's weight on my shoulders but it's not over\n\nI still have faith\nI still believe in chasing rainbows\n\nStorms don't last forever, forever, remember\nWe can hold our hands together\nThrough this storm, through this storm\nStorms don't last forever, forever, remember\nWe can hold our hands together\nThrough this storm, through this storm\n\nSpread your love, give all you got\nHold your head up, don't give up, no no\nHey, hey brother, don't give up\n\nStorms don't last forever, forever, remember\nWe can hold our hands together\nThrough this storm, through this storm\n\nSpread your love, give all you got\nHold your head up, don't give up, no no\nSpread your love, give all you got\nHold your head up, through this storm",https://youtube.com/watch?v=n0ydtXG-tqY,female,,,,,,,,,,,
2018,fi,Finland,Saara Aalto,Monsters,25,1,17,15,25,46,10,108,23,23,73,35,Joy Deb,Ki Fitzgerald,Linnea Deb,Saara Aalto,,"Closed my eyes\nSo I couldn't see it\nFelt so numb\nBut now I'm ready to feel it\n\nSo tonight I'm making friends\nWith all the creatures\nThat are hiding there under my bed\n\nI ain't gonna hold on\nTo these monsters anymore\nNow I'm gonna let in all the light\nTear down the walls\nAt my worst I found my army strong\nAll the demons are gone\nYou can try and scare me now\nBut I ain't scared no more\n\nI ain't scared no more\nI ain't, I ain't\nI ain't scared no more\n\nIt's my life\nI'm ready to lead it\nI'm gonna roll the dice\nYou better believe it\n\nSo tonight I'm making friends\nWith all the creatures\nThat are hiding there under my bed\n\nI ain't gonna hold on\nTo these monsters anymore\nNow I'm gonna let in all the light\nTear down the walls\nAt my worst I found my army strong\nAll the demons are gone\nYou can try and scare me now\nBut I ain't scared no more\n\nI ain't, I ain't\nI ain't scared no more\n\nI ain't scared no more\nI ain't, I ain't scared\n\nI ain't gonna hold on\nTo these monsters anymore\nNow I'm gonna let in all the light\nTear down the walls\nAt my worst I found my army strong\nAll the demons are gone\nYou can try and scare me now\nBut I ain't scared no more\n\nI ain't, I ain't\nI ain't scared no more\nI ain't scared no more\n\nI ain't, I ain't\nI ain't scared no more",https://youtube.com/watch?v=hdjiuCUUpPc,othere,,,,,,,,,,
2018,pt,Portugal,Cl�udia Pascoal,O Jardim,26,,8,,26,39,,,18,21,,,Isaura,,"Eu nunca te quis\nMenos do que tudo\nSempre, meu amor\nSe no c�u tamb�m �s feliz\nLeva-me eu cuido\nSempre, ao teu redor\n\nS�o as flores o meu lugar\nAgora que n�o est�s\nRego eu o teu jardim\nS�o as flores o meu lugar\nAgora que n�o est�s\nRego eu o teu jardim\n\nEu j� prometi\nQue um dia mudo\nOu tento, ser maior\nSe do c�u tamb�m �s feliz\nLeva-me eu juro\nSempre, pelo teu valor\n\nS�o as flores o meu lugar\nAgora que n�o est�s\nRego eu o teu jardim\nS�o as flores o meu lugar\nAgora que n�o est�s\nRego eu o teu jardim\n\nAgora que n�o est�s, rego eu o teu jardim\nAgora que n�o est�s, rego eu o teu jardim\nAgora que n�o est�s\nAgora que n�o est�s, rego eu o teu jardim",https://youtube.com/watch?v=mHjGbADMcOI,female,,,,,,,,,,,,,
2018,Romania,Romania,The Humans,Goodbye,27,2,,2,,,11,107,,,40,67,Alexandru Mihai Matei,Alin Neagoe,Cristina Caramarcu,"It's time\nFor me to say goodbye\nIt's fine\nI've tried a million times\nTo kiss\nThe emptiness\nAnd make her mine\n\nI should've stayed\nBut I already left a thousand times\nI've won my fights\nNobody new nothin' about\nAll alone\nTrapped in a void\nCan't see the light\nGoodbye\n\nWhy don't you see the beauty that surrounds you everywhere\nWhy can't you feel the joy in all the small things people share\nAnd all the happiness that by the way is all for free\nOpen your heart, recieve the love and stay with me\n\nPlease\nDon't be afraid\nI hear your cry\nDon't cry\n\nWe should all see the beauty of the precious gifts we have\n'Cause everyone deserves the power to go straight ahead\n\nNever give up, don't hit the floor, don't trust in all the lies\nNo matter what the odds will bring you, please don't say goodbye",https://youtube.com/watch?v=DGR4S3y7qcw,groupe,,,,,,,,,,,,
2018,Latvia,Latvia,Laura Rizzotto,Funny Girl,28,2,,14,,,12,106,,,14,92,Laura Rizzotto,,"Ain't it funny, ain't it funny\nOh, it all started as a joke\nBut now I'm falling, now I'm falling\nThe punch line is getting old\nCause I've been keeping to myself\nFor way too long\n\nAin't it funny, ain't it funny\nI made you laugh every time we spoke\nI locked my heart in hesitation\nBut somehow, you cracked the code\n\nI tore down my walls,\nAnd wrecked the ceiling\nReady to bare it all, but\n\nYou're looking at her\nShe's looking at you\nI'm falling apart\nWhat can I do\nTo make you feel that way about me too?\n\nAnd it's getting hard\nI'm not gonna lie\nTo keep in the dark what I'm feeling inside\nWhen you walk in smelling like her perfume\nWhat was I thinking?\nI'm just the funny girl to you\n\nCan you feel me, can you feel me\nLike a fire rising in the smoke?\nCan you hear me, can you hear me\nOpen up with every note?\nCause I've been playing to myself\nFor way too long\n\nOh, I tore down my walls\nAnd I wrecked the ceiling\nReady to bare it all\nWhat was I thinking?\n\nYou're looking at her\nShe's looking at you\nI'm falling apart\nWhat can I do\nTo make you feel that way about me too?\nAnd it's getting hard\nI'm not gonna lie\nTo keep in the dark what I'm feeling inside\nWhen you walk in smelling like her perfume\nWhat was I thinking?\nI'm just the funny girl to you\n\nSo tell me what you're looking for\nI promise you, I got it all\nWhat does it take to make you see I am right here?\nAnd if you ever need to cry\nI'll be the one who makes you laugh\nYeah, I'll be your funny girl\nYour funny girl\n\nYou're looking at her\nShe's looking at you\nI'm falling apart\nWhat can I do\nTo make you feel that way about me too?\nAnd it's getting hard\nI'm not gonna lie\nTo keep in the dark what I'm feeling inside\nWhen you walk in smelling like her perfume\nWhat was I thinking?\nI'm just the funny girl to you",https://youtube.com/watch?v=KGxANwWKz3U,female,,,,,,,,,,,,,
2018,Malta,Malta,Christabelle,Taboo,29,2,,12,,,13,101,,,8,93,Johnny Sanchez,Thomas G:son,Christabelle,Muxu,"In the silence, you'll find gold\nWhere you feel warmth, I feel so cold\nCan't get no sleep I'm up till dawn\nThese demons have broken my goal\n\nAnd I know and I know and I know that you see my life, in foreign eyes\nAnd I know and I know and I know that you hear my cry, tears tell no lie\n\nLet our guards down\nIt's time to break the taboo\nBefore we all become animals, animals\nEchoes in my head\nGotta break the taboo\nNo, we will never be criminals, criminals\nBut sticks and stones\nWon't break my soul\nGotta be your own miracle, miracle\nIt's in my bones\nGotta break the taboo\nBefore we all become animals, animals\n\nI know that I am not alone\nLet all our thoughts and ghosts unfold\nIn the darkness, I've found home\nBut what is next is still unknown\n\nAnd I know and I know and I know that you hear my cry, tears tell no lie\n\nLet our guards down\nIt's time to break the taboo\nBefore we all become animals, animals\nEchoes in my head\nGotta break the taboo\nNo, we will never be criminals, criminals\nBut sticks and stones\nWon't break my soul\nGotta be your own miracle, miracle\nIt's in my bones\nGotta break the taboo\nBefore we all become animals, animals\n\nBreak the taboo\nBreak the taboo\nBreak the taboo\n\nLet our guards down\nIt's time to break the taboo\nBefore we all become animals, animals\nEchoes in my head\nGotta break the taboo\nNo, we will never be criminals, criminals\nBut sticks and stones\nWon't break my soul\nGotta be your own miracle, miracle\nIt's in my bones\nGotta break the taboo\nBefore we all become animals, animals",https://youtube.com/watch?v=d52ViPImdls,female,,,,,,,,,,,
2018,Azerbaijan,Azerbaijan,Aisel,X My Heart,30,1,,1,,,11,94,,,47,47,Dimitris Kontopoulos,Sandra Bjurman,"I can hear you when I wake \nI can see you when I dream \nI can feel you when I break \nAs you hold me as you beam\nEvery night you fill the sky with new revelations  \nMisty moon I'm your loon\nLet's rock the nation\n\nHeaven knows we are\nMade perfect we are\nTailored by the stars\nOnce we set our mind\nWe become divine\nTake my hand it's time\n\nI cross my heart, I tear down the firewalls\nI cross my heart, I'm stronger than cannonballs\nI'll never sto-o-o-o-op\nLuna moon me up, to the to-o-op\nAnd I'll never sto-o-o-o-op\nLuna moon me up, to the to-o-op\n\nIf you're stuck in all the noise \nLet me be your secret voice\nIf you think that you don't count \nLet me prove you different now \n\nHeaven knows we are \nMade perfect we are \nTailored by the stars \nOnce we set our mind\nWe become divine \nTake my hand it's time \n\nI cross my heart, I tear down the firewalls\nI cross my heart, I'm stronger than cannonballs\nI'll never sto-o-o-o-op\nLuna moon me up, to the to-o-op\nAnd I'll never sto-o-o-o-op\nLuna moon me up, to the to-o-op\n\nI cross my heart, I tear down the firewalls\nI cross my heart, I'm stronger than cannonballs\nI'll never sto-o-o-o-op\nLuna moon me up, to the to-o-op\nAnd I'll never sto-o-o-o-op\nLuna moon me up, to the to-o-op\n\nI cross my heart",https://youtube.com/watch?v=1CUwlpqUuvA,female,,,,,,,,,,,,,
2018,Belgium,Belgium,Sennek,A Matter of Time,31,1,,4,,,12,91,,,20,71,Alex Callier,Maxime Tribeche,Laura Groeseneken,,Sometimes it feels like it's meant to be broken\nSometimes we long for the unspoken\nWe try to avoid every commotion\nBy showing hardly any emotion\n\nSometimes it seems we're at the wrong station\nLooking for a deadly combination\nSometimes it feels like imagination\nLooking for all this cheap sensation\n\nWhy don't we go against the tide?\nAgainst all their advice we keep running\nWe keep on running\nIt's just a matter of time\n\nBefore it all echoes echoes and goes\nCrashing against the walls\nHold my hand and keep your eyes closed\nBefore it all echoes echoes and falls\nI suppose, it's just a matter of time\n\nSometimes it feels like it's meant to be broken\nSometimes we act like we've already chosen\nWe try to retrieve something stolen\nBy remembering how it used to be golden\n\nWhy don't we go against the tide?\nAgainst all their advice we keep running\nWe keep on running\nIt's just a matter of time\n\nBefore it all echoes echoes and goes\nCrashing against the walls\nHold my hand and keep your eyes closed\nBefore it all echoes echoes and falls\nI suppose, it's just a matter of time\n\nBefore it all echoes echoes and goes\nCrashing against the walls\nHold my hand and keep your eyes closed\nBefore it all echoes echoes and falls\nI suppose, it's just a matter of time,https://youtube.com/watch?v=Z2cZE2gCfWg,female,,,,,,,,
2018,Switzerland,Switzerland,Zibbz,Stones,32,1,,17,,,13,86,,,27,59,Corinne Gfeller,Laurell Barker,Stefan Gfeller,Corinne Gfeller,Laurell Barker,"Wild joker on the golden throne\nBlood diamond summer home\nWrong people with the right to know\nBut I can't do anything about it\n\nAll saying that life's hard\nBut we don't want it in our backyard\nWe should be further from the start\nBut I can't do anything about it\n\nWe so afraid, we fire away,\nWhat's a life worth?!\nWe so afraid, repeat the mistake,\nJust to come first!\n\nWe're the liars in the face of facts\nA different weapon but the same attack\nNo I ain't throwing stones, no I ain't throwing stones!\nEvery lesson lost in the past\nPardon me but I don't wanna go back\nNo I ain't throwing stones, no I ain't throwing stones!\n\nThink the boogieman 'll get me\nThink different is the enemy\nIt's been this way for centuries\nAnd I can't do anything about it\nCan't wait to light the cannon ball\nCan't face the mirror says it all\nSins of the fathers make us fall\nAnd I can't do anything about it\n\nWe're so afraid, we fire away,\nJust to come first!\n\nWe're the liars in the face of facts\nA different weapon but the same attack\nNo I ain't throwing stones, no I ain't throwing stones!\nEvery lesson lost in the past\nPardon me but I don't wanna go back\nNo I ain't throwing stones,\nOh because I know I ain't standing alone\n\nNo, I ain't standing alone,\nNo, I ain't standing alone, oh yeah yeah\nI ain't the only one who don't wanna throw stones!\n\nWe're the liars in the face of facts\nA different weapon but the same attack\nNo I ain't throwing stones, no I ain't throwing stones!\nEvery lesson lost in the past\nPardon me but I don't wanna go back\nNo I ain't throwing stones, no I ain't throwing stones!",https://youtube.com/watch?v=wJGTVsluHkw,groupe,,,,,,,,,,
2018,Poland,Poland,Gromee feat. Lukas Meijer,Light Me Up,33,2,,11,,,14,81,,,60,21,Christian Rabb,Andrzej Gromala,Lukas Meijer,Mahan Moin,,A part of me is feeling weak\nI took a chance\nBut now it feels so hard to breathe\n\nA lip of faith\nHaunting me\nWhat happen to the word\nThat's only you and me\n\nI wanna feel alive\nWhen I'm running through my life\nSo help me to ignite\nThis spark I feel inside\nSo help me now\n\nLight Me Up\nLight Me Up\nMy baby\nLight Me Up\nTell me where to go\nLight Me Up\nLight Me Up\nMy baby\nLight Me Up\nAnd tell me where to go\nTell me where to go\nAnd tell me where to go\n\nTell me where to go\nTell me where to go\n\nI am thinking now\nOf real life\nThey say I have to leave\nSo bring me back\nBack to the place\nWhere my heart\nCan finally reveal his face up\n\nI wanna feel alive\nWhen I'm running through my life\nSo help me to ignite\nThis spark I feel inside\nSo help me now\n\nLight Me Up\nLight Me Up\nMy baby\nLight Me Up\nTell me where to go\nLight Me Up\nLight Me Up\nMy baby\nLight Me Up\nAnd tell me where to go\nTell me where to go\nAnd tell me where to go\n\nTell me where to go\nTell me where to go,https://youtube.com/watch?v=oyoiCyP4Bkg,duo,,,,,,,,,,
2018,Greece,Greece,Yianna Terzi,Oniro Mou,34,1,,14,,,14,81,,,53,28,Aris Kalimeris,Dimitris Stamatiou,Mihalis Papathanasiou,Yianna Terzi,,"An tha psaksis to vitho mou\nZondanevis t'oniro mou\nKi an kitaksis tin kardia mou\nTha se paro agalia mou\n\nPos thes na sou to po\nPos gia sena ego tha pethena\nTi zoi mou tha stin edina\nTelos kai arhi, ola ise esi\n\nOso ki an pono\nAp'to harti den tha s'esvina\nTi zoi mou tha stin edina\nTelos kai arhi, ola ise esi\n\nGiati thelis na m'allaksis\nKai to ble mou na ksevapsis?\nAn milisis sta vouna mou\nTha s'akousi i monaksia mou\n\nPos thes na sou to po\nPos gia sena ego tha pethena\nTi zoi mou tha stin edina\nTelos kai arhi, ola ise esi\n\nOso ki an pono\nAp'to harti den tha s'esvina\nTi zoi mou tha stin edina\nTelos kai arhi, ola ise esi\n\nMa giati?\nPos thes na sou to po\nPos gia sena ego tha pethena\nTi zoi mou tha stin edina\nTelos kai arhi, ola ise esi\n\nMa giati?\nOso ki an pono\nAp'to harti den tha s'esvina\nTi zoi mou tha stin edina\nTelos kai arhi, ola ise esi",https://youtube.com/watch?v=-XOR1DhtDC0,female,,,,,,,,,,
2018,Armenia,Armenia,Sevak Khanagyan,Qami,35,1,,16,,,15,79,,,41,38,Sevak Khanagyan,Anna Danielyan,Viktorya Maloyan,"Khul u hamr yen k'aminery\nYerb hogu khork'um andund e\nIm ynkery menut'yunn e darrnum\nI?nch' arzhek' uni k'vo sery\nNa talis e parz ayd harts'y\nAmperin, vor k'vo kerparn yen arrnum\n\nI?nch' arzhen khent'i verk'ery\nVor bats'el e k'vo ayd sery?\nGoyut'yuns p'akelov irenum\n\nQami, qami\nAyd vo?wr yes tarel tak' im hushery\nQami, qami\nDu to?wr indz t'ever, vor hetevem k'ez\nQami\n\nYes p'akum yem im ach'k'ery\nVow t'vum e, t'e tesnum yem\nAyn ughin, vor depi k'ez e berum\n\nStakhos ein astghery\nVor asum ein, t'e anpart e\nSery ayn hogu, vor luys e p'ntrum\n\nQami, qami\nAyd vo?wr yes tarel tak' im hushery\nQami, qami\nDu to?wr indz t'ever, vor hetevem k'e\n\nQami (Du to?wr indz t'ever, du to?wr indz t'ever)\nQami (Vor savarrnem depi ver yes)\n\nQami (Du to?wr indz t'ever, du to?wr indz t'ever)\n(Vor savarrnem depi ver yes)\n\nQami (Du to?wr indz t'ever, du to?wr indz t'ever)\n(Vor savarrnem depi ver yes)\n\nQami (Du to?wr indz t'ever, du to?wr indz t'ever)\n(Vor savarrnem depi ver yes)",https://youtube.com/watch?v=CYlWiHjUK0c,male,,,,,,,,,,,,
2018,Russia,Russia,Julia Samoylova,I Won't Break,36,2,,6,,,15,65,,,51,14,Arie Burshtein,Leonid Gutkin,Netta Nimrodi,,My heart is in command\nNo longer in the dark\nMy castle in the sand\nIs now made of stone and rock\n\nThe memory I knew\nThe things I've been through\nAnd everything I do\nHas got me living by the minute\nAnd now that I'm in it\nNow that I'm in it\n\nI won't break\nI won't break\nWhen it comes to emotions\nFrom the deepest of oceans\nComing straight from my heart\nI won't give in to the motions\n\nThose so called broken wings\nAre soaring to the sky\nI've flown with kings and queens\nWith freedom in their eyes\n\nI won't break\nI won't break\nWhen it comes to emotions\nFrom the deepest of oceans\nComing straight from my heart\nI won't give in to the motions\n\nCause even in the darkness\nCause even in the darkest night\nCause even in the darkness\nI can see a light\nCause even the darkness\n\nI won't break\n(Cause even in the darkness\nCause even in the darkest night\nCause even in the darkness\nI can see a light)\nI won't break\n(Cause even in the darkness\nMy heart is in command\nNo longer in the dark)\n\nI won't break\nCause even in the darkness\nCause even in the darkest night\nCause even in the darkness\n\nMy heart is in command\nNo longer in the dark,https://youtube.com/watch?v=KujGHwyfMWM,female,,,,,,,,,,,
2018,Belarus,Belarus,Alekseev,Forever,37,1,,8,,,16,65,,,45,20,Kirill Pavlov,Yevgeny Matyushenko,"It must be something that we call love\nWherever I go I'm coming back\nAnd time cannot knock me off my track\nThis resolution is final\n\nIt must be something that we call love\nIt's when you're craving to say her name\nAnd my reality seems to break apart with her arrival\n\nNo need to worry, rain falling down\nIt's our happiest story\nAnd there's no one around\nWe will go for it and I know\nYou'll be mine forever\n\nWindows wide open, flying so high\nBoth of us roaming\nThrough magnificent sky\nRain keeps on falling and I know\nYou'll be mine forever\n\nIt must be something that we call dream\nWhen all you told me I know by heart\nThe type of beauty I call supreme\nAnd how it's driving me crazy\n\nNo need to worry, rain falling down\nIt's our happiest story\nAnd there's no one around\nWe will go for it and I know\nYou'll be mine forever\n\nWindows wide open, flying so high\nBoth of us roaming\nThrough magnificent sky\nRain keeps on falling and I know\nYou'll be mine forever\n\nYou'll always sing me something new\nI will always follow\nWhen I first saw you here I knew\nThat I was blind before you\n\nNo need to worry, rain falling down\nIt's our happiest story\nAnd there's no one around\nWe will go for it and I know\nYou'll be mine forever\n\nWindows wide open, flying so high\nBoth of us roaming\nThrough magnificent sky\nRain keeps on falling and I know\nYou'll be mine forever",https://youtube.com/watch?v=ywy_y24v_ao,male,,,,,,,,,,,,,
